x [m],y [m],u [m/s],v [m/s],Vector type [-]
0.02647239529,0.04838907719,-0.03035484441,-0.01956730895,1
0.02647239529,0.050359115,-0.03185333312,-0.01773511246,1
0.02647239529,0.05232915282,-0.03345121071,-0.006482825149,1
0.02647239529,0.05429919064,-0.03393481299,-0.005649587605,2
0.02647239529,0.05626922846,-0.03456775472,-0.005628791638,2
0.02647239529,0.05823927,-0.03529644012,-0.004894914106,1
0.02647239529,0.06020930782,-0.03251601383,-0.003419161076,1
0.02647239529,0.06217934564,-0.02879715338,0.001695606741,1
0.02647239529,0.06414938718,-0.03261995688,-0.001886665588,1
0.02647239529,0.066119425,-0.04415160418,-0.003494187258,1
0.02647239529,0.06808946282,-0.04984627664,-0.003358001122,1
0.02647239529,0.07005950063,-0.04175058752,-0.00254067732,1
0.02647239529,0.07202953845,-0.03850984946,-0.00342596462,1
0.02647239529,0.07399957627,-0.04863894358,-0.001554367947,1
0.02647239529,0.07596961409,-0.05037411675,-0.008492773399,2
0.02647239529,0.07793965936,-0.05636961386,-0.01021501981,1
0.02647239529,0.07990969718,-0.05211228132,-0.009611661546,2
0.02647239529,0.08187973499,-0.05121517926,-0.006495272741,1
0.02647239529,0.08384977281,-0.03887983784,-0.00738255959,1
0.02647239529,0.08581981063,-0.03916097805,-0.01187196374,1
0.02647239529,0.08778984845,-0.0511072427,-0.008402352221,1
0.02647239529,0.08975988626,-0.04497385398,-0.009635201655,1
0.02647239529,0.09172992408,-0.04318946972,-0.004995537922,1
0.02647239529,0.0936999619,-0.04244405776,0.003482597647,1
0.02647239529,0.09567000717,-0.04146836698,0.008297137916,1
0.02647239529,0.09764004499,-0.04152682796,0.005475548096,1
0.02647239529,0.09961008281,-0.04462066665,0.006386879832,1
0.02647239529,0.1015801206,-0.03340700641,0.003169013653,1
0.02647239529,0.1035501584,-0.02566645294,-0.0009631990106,1
0.02647239529,0.1055201963,-0.02508081123,0.008954000659,1
0.02647239529,0.1074902341,-0.02654309198,0.01206480712,1
0.02647239529,0.1094602719,-0.0302649904,0.011399501,1
0.02647239529,0.1114303172,-0.0330389142,0.003893290181,1
0.02647239529,0.113400355,-0.03121999092,-0.0004593113554,1
0.02647239529,0.1153703928,-0.02254715934,0.002683979459,1
0.02647239529,0.1173404306,-0.01795442961,0.002676027128,2
0.0284424331,0.04838907719,-0.02195239626,-0.007621267345,1
0.0284424331,0.050359115,-0.02676647156,-0.007826024666,1
0.0284424331,0.05232915282,-0.03286337852,-0.002457189374,1
0.0284424331,0.05429919064,-0.03378546983,-0.004837146029,2
0.0284424331,0.05626922846,-0.03447201103,-0.006341873668,2
0.0284424331,0.05823927,-0.03275861591,-0.003413780825,1
0.0284424331,0.06020930782,-0.03152472526,-0.0007358200965,1
0.0284424331,0.06217934564,-0.03357550502,-0.001467747847,1
0.0284424331,0.06414938718,-0.0378240943,-0.0004426309024,1
0.0284424331,0.066119425,-0.04917768016,0.001471164171,1
0.0284424331,0.06808946282,-0.04731561616,-0.002417393029,1
0.0284424331,0.07005950063,-0.04192487523,-0.01055586524,1
0.0284424331,0.07202953845,-0.04527762532,-0.0004641030682,1
0.0284424331,0.07399957627,-0.05150693655,-0.0001686993346,1
0.0284424331,0.07596961409,-0.04611379281,-0.01370893139,1
0.0284424331,0.07793965936,-0.04651692137,-0.01216726657,1
0.0284424331,0.07990969718,-0.04875205457,-0.01212469209,1
0.0284424331,0.08187973499,-0.04740921035,-0.01368988678,1
0.0284424331,0.08384977281,-0.04482086748,-0.009176700376,1
0.0284424331,0.08581981063,-0.04530157149,-0.008852039464,1
0.0284424331,0.08778984845,-0.04300019145,-0.01030184329,1
0.0284424331,0.08975988626,-0.04148778319,-0.006315668579,1
0.0284424331,0.09172992408,-0.03995512798,-0.002742259763,1
0.0284424331,0.0936999619,-0.03527120128,0.002268542303,1
0.0284424331,0.09567000717,-0.03786288947,0.00528069865,1
0.0284424331,0.09764004499,-0.0398789607,0.006675131619,2
0.0284424331,0.09961008281,-0.04064351693,0.00751860626,1
0.0284424331,0.1015801206,-0.03555557504,0.003896509763,1
0.0284424331,0.1035501584,-0.03052127361,0.01139743626,1
0.0284424331,0.1055201963,-0.0266443938,0.004462255165,1
0.0284424331,0.1074902341,-0.02795736864,0.006904571783,1
0.0284424331,0.1094602719,-0.0291974321,0.01086206548,1
0.0284424331,0.1114303172,-0.0287196245,0.00373160094,1
0.0284424331,0.113400355,-0.03151187673,-0.0006354799261,1
0.0284424331,0.1153703928,-0.02539332211,-0.0001056874316,1
0.0284424331,0.1173404306,-0.01336170081,0.002668074798,1
0.03041247278,0.04838907719,-0.0180847235,-0.008886342868,1
0.03041247278,0.050359115,-0.02641686238,-0.00722890161,1
0.03041247278,0.05232915282,-0.03163651749,-0.00270065153,1
0.03041247278,0.05429919064,-0.0338716805,-0.004899933469,1
0.03041247278,0.05626922846,-0.03677620739,-0.01148777641,1
0.03041247278,0.05823927,-0.03108899109,-0.01202018373,1
0.03041247278,0.06020930782,-0.03183897585,-0.007610030472,1
0.03041247278,0.06217934564,-0.03749826178,-0.002318544546,1
0.03041247278,0.06414938718,-0.03935205191,-0.001968858065,1
0.03041247278,0.066119425,-0.04368577898,0.003145064926,1
0.03041247278,0.06808946282,-0.04251377285,0.0002444963029,1
0.03041247278,0.07005950063,-0.04015956074,-0.004196436144,1
0.03041247278,0.07202953845,-0.04869698361,0.002157533076,1
0.03041247278,0.07399957627,-0.05796765536,0.004010741133,3
0.03041247278,0.07596961409,-0.05916646495,-0.002626726637,1
0.03041247278,0.07793965936,-0.04550002143,-0.008920895867,1
0.03041247278,0.07990969718,-0.04134759679,-0.01084976364,1
0.03041247278,0.08187973499,-0.03912894428,-0.01239503548,1
0.03041247278,0.08384977281,-0.0439716056,-0.009202351794,1
0.03041247278,0.08581981063,-0.04445334151,-0.007849369198,1
0.03041247278,0.08778984845,-0.03196847066,-0.01028108038,1
0.03041247278,0.08975988626,-0.03782088682,-0.006490588654,1
0.03041247278,0.09172992408,-0.03604345024,-0.00352687249,1
0.03041247278,0.0936999619,-0.03243520111,-0.001368519501,1
