x [m],y [m],u [m/s],v [m/s],Vector type [-]
0.02647239529,0.04838907719,0.007852711715,0.001988308504,1
0.02647239529,0.050359115,0.000808435143,0.001467995578,1
0.02647239529,0.05232915282,-0.006607063115,0.006283515133,1
0.02647239529,0.05429919064,-0.01034260262,0.01358840056,1
0.02647239529,0.05626922846,-0.01623688824,0.007928120904,1
0.02647239529,0.05823927,-0.02143996023,0.005769066513,1
0.02647239529,0.06020930782,-0.03082470037,-0.006065587979,3
0.02647239529,0.06217934564,-0.03695177659,-0.01893460751,1
0.02647239529,0.06414938718,-0.03929908201,-0.02242640033,1
0.02647239529,0.066119425,-0.04040905833,-0.01412599906,1
0.02647239529,0.06808946282,-0.04916802794,-0.01292973105,1
0.02647239529,0.07005950063,-0.05303341895,-0.006444070023,1
0.02647239529,0.07202953845,-0.0578157939,-0.004222037736,1
0.02647239529,0.07399957627,-0.0551790297,0.003520923899,1
0.02647239529,0.07596961409,-0.05342302099,0.001733495039,2
0.02647239529,0.07793965936,-0.052698154,0.003236449556,1
0.02647239529,0.07990969718,-0.04373646155,0.005380288232,1
0.02647239529,0.08187973499,-0.04143602028,0.005215023644,1
0.02647239529,0.08384977281,-0.03695672378,0.002052353695,1
0.02647239529,0.08581981063,-0.03588459641,0.001728500705,1
0.02647239529,0.08778984845,-0.03997379169,0.0009733595653,1
0.02647239529,0.08975988626,-0.04697572067,0.0004030033015,1
0.02647239529,0.09172992408,-0.05199187621,-0.00257847202,1
0.02647239529,0.0936999619,-0.04477142915,-0.008109727874,1
0.02647239529,0.09567000717,-0.03602835909,-0.00647023553,1
0.02647239529,0.09764004499,-0.02811720781,-0.0008857633802,1
0.02647239529,0.09961008281,-0.02634353936,0.004231993109,1
0.02647239529,0.1015801206,-0.03204547986,0.005467053968,1
0.02647239529,0.1035501584,-0.02438012138,-6.865473551e-05,1
0.02647239529,0.1055201963,-0.02502903529,-0.00198074244,1
0.02647239529,0.1074902341,-0.02717830241,0.001040863688,1
0.02647239529,0.1094602719,-0.03812104091,0.005152352154,1
0.02647239529,0.1114303172,-0.03747210652,0.004246476106,1
0.02647239529,0.113400355,-0.03163546696,0.002809198108,1
0.02647239529,0.1153703928,-0.0281080436,0.001370772254,1
0.02647239529,0.1173404306,-0.02804546617,0.002890836215,2
0.0284424331,0.04838907719,-0.0009380612755,0.001489815419,1
0.0284424331,0.050359115,-0.004964751191,-0.0008379010833,1
0.0284424331,0.05232915282,-0.002013447462,0.004754926544,1
0.0284424331,0.05429919064,-0.004862678237,0.01008677669,1
0.0284424331,0.05626922846,-0.01437866036,0.009076533839,1
0.0284424331,0.05823927,-0.01795810461,0.004471132532,1
0.0284424331,0.06020930782,-0.01714861207,0.001153405523,1
0.0284424331,0.06217934564,-0.03011992015,-0.007544802502,1
0.0284424331,0.06414938718,-0.0336442776,-0.009873714298,1
0.0284424331,0.066119425,-0.03815325722,-0.00457238825,1
0.0284424331,0.06808946282,-0.05152303725,-0.003721574321,1
0.0284424331,0.07005950063,-0.05173765495,-0.004753365647,2
0.0284424331,0.07202953845,-0.05520070344,-0.005197608378,1
0.0284424331,0.07399957627,-0.05479924008,-0.002809227677,1
0.0284424331,0.07596961409,-0.05239188299,-0.001556888572,1
0.0284424331,0.07793965936,-0.05425107107,-0.003698364133,1
0.0284424331,0.07990969718,-0.04799307883,-0.004148177803,1
0.0284424331,0.08187973499,-0.04219655693,-0.005672445986,1
0.0284424331,0.08384977281,-0.04288642481,0.003284116974,1
0.0284424331,0.08581981063,-0.0425590612,0.002466996666,1
0.0284424331,0.08778984845,-0.04430773854,-0.0009540087776,1
0.0284424331,0.08975988626,-0.04506704956,0.00359752751,1
0.0284424331,0.09172992408,-0.04606058449,-0.002943405416,1
0.0284424331,0.0936999619,-0.04320810363,-0.008097529411,1
0.0284424331,0.09567000717,-0.04178326949,-0.008411870338,1
0.0284424331,0.09764004499,-0.02742230892,-0.003465641988,1
0.0284424331,0.09961008281,-0.02617767267,-0.0003356495872,1
0.0284424331,0.1015801206,-0.03549821675,0.0006998062599,1
0.0284424331,0.1035501584,-0.03523371741,0.001362970099,1
0.0284424331,0.1055201963,-0.03399037197,0.001612244523,1
0.0284424331,0.1074902341,-0.03362437338,0.001509827096,1
0.0284424331,0.1094602719,-0.03393780813,0.002683348954,2
0.0284424331,0.1114303172,-0.03581811488,0.005653169472,1
0.0284424331,0.113400355,-0.02858090959,-0.0009844274027,1
0.0284424331,0.1153703928,-0.03149275854,0.0003820329148,1
