x [m],y [m],u [m/s],v [m/s],Vector type [-]
0.02647239529,0.04838907719,-0.01578225195,-0.003536275821,1
0.02647239529,0.050359115,-0.0375206992,-0.007857965305,1
0.02647239529,0.05232915282,-0.02699558251,-0.004213595297,1
0.02647239529,0.05429919064,-0.03171841055,-0.007675016299,1
0.02647239529,0.05626922846,-0.0410140045,-0.007994577289,1
0.02647239529,0.05823927,-0.0434622094,-0.004820768256,1
0.02647239529,0.06020930782,-0.05217944086,-0.00767480256,1
0.02647239529,0.06217934564,-0.05433410034,-0.01241616067,1
0.02647239529,0.06414938718,-0.05564066768,-0.01331838313,1
0.02647239529,0.066119425,-0.06265374273,-0.01417518593,1
0.02647239529,0.06808946282,-0.06048791856,-0.008399819955,1
0.02647239529,0.07005950063,-0.05837470293,-0.008358912542,1
0.02647239529,0.07202953845,-0.0549656488,-0.004787828308,1
0.02647239529,0.07399957627,-0.05265015736,-0.0003504386987,1
0.02647239529,0.07596961409,-0.04785627872,0.004737556446,1
0.02647239529,0.07793965936,-0.04821475223,0.003779366612,1
0.02647239529,0.07990969718,-0.05289644375,0.003525462933,1
0.02647239529,0.08187973499,-0.05203877762,0.000745222962,1
0.02647239529,0.08384977281,-0.04932814837,0.001339939539,1
0.02647239529,0.08581981063,-0.04589785263,0.002438206458,1
0.02647239529,0.08778984845,-0.04716292024,0.005087592639,1
0.02647239529,0.08975988626,-0.04204919189,-0.004602366593,1
0.02647239529,0.09172992408,-0.03761133552,-0.003609494772,1
0.02647239529,0.0936999619,-0.04095960781,-0.001377530629,1
0.02647239529,0.09567000717,-0.03678810969,0.003890239866,1
0.02647239529,0.09764004499,-0.0381568931,0.003925464582,2
0.02647239529,0.09961008281,-0.03782531619,0.006258317269,1
0.02647239529,0.1015801206,-0.04288254306,0.003945599776,1
0.02647239529,0.1035501584,-0.04446828365,0.001912920503,1
0.02647239529,0.1055201963,-0.04462660849,0.004447406158,1
0.02647239529,0.1074902341,-0.04469870403,0.008342279121,1
0.02647239529,0.1094602719,-0.0421048291,0.008163262159,1
0.02647239529,0.1114303172,-0.04051334783,0.008812237531,1
0.02647239529,0.113400355,-0.03704299405,0.009319999255,1
0.02647239529,0.1153703928,-0.0271897614,0.005105177406,2
0.02647239529,0.1173404306,-0.01589521766,0.007222270127,1
0.0284424331,0.04838907719,-0.0194175709,-0.00895634573,1
0.0284424331,0.050359115,-0.02093232237,-0.004150819499,1
0.0284424331,0.05232915282,-0.02221156284,-0.001661327668,1
0.0284424331,0.05429919064,-0.0285390988,-8.790466381e-05,1
0.0284424331,0.05626922846,-0.03398929536,0.004224401433,1
0.0284424331,0.05823927,-0.04132469743,0.003679256421,1
0.0284424331,0.06020930782,-0.04782154039,0.002286510775,1
0.0284424331,0.06217934564,-0.05142787844,0.0003048995568,1
0.0284424331,0.06414938718,-0.05034441873,-0.01262006816,1
0.0284424331,0.066119425,-0.05337809399,-0.008539362811,1
0.0284424331,0.06808946282,-0.0550201647,-0.004995175172,1
0.0284424331,0.07005950063,-0.05649811774,-0.003111515893,1
0.0284424331,0.07202953845,-0.05591430143,0.0005437316722,1
0.0284424331,0.07399957627,-0.05249280483,0.001208319794,1
0.0284424331,0.07596961409,-0.05081599206,-0.0001036616814,1
0.0284424331,0.07793965936,-0.0495053418,-0.002249556128,1
0.0284424331,0.07990969718,-0.04985393956,-0.00444379868,1
0.0284424331,0.08187973499,-0.04932464287,-0.003408050165,1
0.0284424331,0.08384977281,-0.04791651666,-0.003592303488,1
0.0284424331,0.08581981063,-0.04258198664,-0.002952156356,1
0.0284424331,0.08778984845,-0.04297498241,-0.001194194076,1
0.0284424331,0.08975988626,-0.04678484052,-0.002504785545,1
0.0284424331,0.09172992408,-0.03108889982,-0.005844623782,1
0.0284424331,0.0936999619,-0.03016765416,-0.00481563434,1
0.0284424331,0.09567000717,-0.03441744298,-0.002248944715,1
0.0284424331,0.09764004499,-0.03985724971,0.00162783626,1
0.0284424331,0.09961008281,-0.04006883129,0.004657659214,1
0.0284424331,0.1015801206,-0.04179600999,0.00689353887,1
0.0284424331,0.1035501584,-0.04288810119,0.005846622866,1
0.0284424331,0.1055201963,-0.03995689005,0.007272042334,1
0.0284424331,0.1074902341,-0.03732625023,0.008045611903,1
0.0284424331,0.1094602719,-0.03854552284,-0.001316111884,1
0.0284424331,0.1114303172,-0.03720057383,-0.00227231835,1
0.0284424331,0.113400355,-0.03507750109,-0.0006159552722,1
0.0284424331,0.1153703928,-0.02863107435,-0.00122673728,1
0.0284424331,0.1173404306,-0.01369389612,-0.004899118561,1
0.03041247278,0.04838907719,-0.01749321818,-0.009584770538,1
0.03041247278,0.050359115,-0.02383634634,-0.002990244422,1
0.03041247278,0.05232915282,-0.02665615454,0.002330192598,1
0.03041247278,0.05429919064,-0.03032893315,0.0039452645,1
0.03041247278,0.05626922846,-0.03616018221,0.002563199494,1
0.03041247278,0.05823927,-0.04303017631,0.002745229518,1
0.03041247278,0.06020930782,-0.04564544559,0.00354623585,1
0.03041247278,0.06217934564,-0.04421991482,0.003626312828,1
0.03041247278,0.06414938718,-0.04936142266,0.005000165198,1
0.03041247278,0.066119425,-0.05158759654,0.002116526244,1
0.03041247278,0.06808946282,-0.05174009874,-0.001632509055,1
0.03041247278,0.07005950063,-0.05429118499,-1.142480505e-05,1
0.03041247278,0.07202953845,-0.05537680909,0.002059073653,1
0.03041247278,0.07399957627,-0.05300317705,0.001688165939,1
