x [m],y [m],u [m/s],v [m/s],Vector type [-]
0.02647239529,0.04838907719,-0.01230918989,0.008304218762,2
0.02647239529,0.050359115,-0.02144180052,0.001339441864,3
0.02647239529,0.05232915282,-0.01519825961,-0.003274876857,1
0.02647239529,0.05429919064,-0.0178102646,-0.0001789834059,2
0.02647239529,0.05626922846,-0.01883798465,0.0006995849544,1
0.02647239529,0.05823927,-0.01884094439,0.008314489387,1
0.02647239529,0.06020930782,-0.03011622466,0.007460591383,1
0.02647239529,0.06217934564,-0.04120285064,0.002814302687,1
0.02647239529,0.06414938718,-0.03372026607,0.005331553053,1
0.02647239529,0.066119425,-0.0262250714,0.006691400427,1
0.02647239529,0.06808946282,-0.02745204419,0.004199706484,1
0.02647239529,0.07005950063,-0.03038804978,0.000398638047,1
0.02647239529,0.07202953845,-0.03532798588,-0.005330252461,1
0.02647239529,0.07399957627,-0.04031480476,-0.01502833888,1
0.02647239529,0.07596961409,-0.04953093827,-0.01780027896,1
0.02647239529,0.07793965936,-0.05106510594,-0.01631392539,1
0.02647239529,0.07990969718,-0.04743032157,-0.01094853692,1
0.02647239529,0.08187973499,-0.0475724563,-0.006509116385,1
0.02647239529,0.08384977281,-0.04647969455,-0.004836039618,1
0.02647239529,0.08581981063,-0.04211012274,-0.01033284515,1
0.02647239529,0.08778984845,-0.02878284082,-0.002319570864,1
0.02647239529,0.08975988626,-0.02429070324,-0.003121222137,1
0.02647239529,0.09172992408,-0.02217644267,0.0005619729636,1
0.02647239529,0.0936999619,-0.02490932494,0.005175957922,1
0.02647239529,0.09567000717,-0.02855627425,0.001262866659,1
0.02647239529,0.09764004499,-0.03762993589,-0.001831004163,1
0.02647239529,0.09961008281,-0.04682549462,-0.0006673844182,1
0.02647239529,0.1015801206,-0.03376751393,-0.001079513226,1
0.02647239529,0.1035501584,-0.02497117594,-0.003955611028,1
0.02647239529,0.1055201963,-0.02314309776,-0.004350440111,1
0.02647239529,0.1074902341,-0.02046401985,-0.001610470819,1
0.02647239529,0.1094602719,-0.02489170432,0.0003596509632,1
0.02647239529,0.1114303172,-0.02064233646,0.001160550979,1
0.02647239529,0.113400355,-0.0154015068,0.0003245428379,1
0.02647239529,0.1153703928,-0.01241991669,-0.003588905092,1
0.02647239529,0.1173404306,-0.01068769582,-0.007285874803,1
0.0284424331,0.04838907719,-0.003176579718,0.0152689945,1
0.0284424331,0.050359115,-0.0116072325,0.004723260179,1
0.0284424331,0.05232915282,-0.01812584512,-0.0004596300423,1
0.0284424331,0.05429919064,-0.01939454488,0.002038341714,1
0.0284424331,0.05626922846,-0.02010990493,0.006430621725,1
0.0284424331,0.05823927,-0.02293865941,0.005775132217,1
0.0284424331,0.06020930782,-0.03325677291,0.0008768331609,1
0.0284424331,0.06217934564,-0.041712448,-0.001793434843,1
0.0284424331,0.06414938718,-0.03690683097,0.0008953723591,1
0.0284424331,0.066119425,-0.03575215116,-1.336875448e-05,1
0.0284424331,0.06808946282,-0.03103077225,0.001822958235,1
0.0284424331,0.07005950063,-0.03281608969,-0.00267618848,1
0.0284424331,0.07202953845,-0.0364924334,-0.006103828084,1
0.0284424331,0.07399957627,-0.04027535394,-0.009561030194,1
0.0284424331,0.07596961409,-0.04938114807,-0.0122800637,1
0.0284424331,0.07793965936,-0.05549874157,-0.01330418885,1
0.0284424331,0.07990969718,-0.05134784058,-0.01245863549,1
0.0284424331,0.08187973499,-0.04905865714,-0.009920900688,1
0.0284424331,0.08384977281,-0.04285369441,-0.009290998802,1
0.0284424331,0.08581981063,-0.03737613931,-0.007207591087,1
0.0284424331,0.08778984845,-0.03264346719,-0.005957272835,1
0.0284424331,0.08975988626,-0.03161536902,-0.004495998845,1
0.0284424331,0.09172992408,-0.03052495234,-0.0003374472435,1
0.0284424331,0.0936999619,-0.03012787737,0.002670191694,1
0.0284424331,0.09567000717,-0.0322034955,0.00569593301,1
0.0284424331,0.09764004499,-0.03767569736,0.01036892086,1
0.0284424331,0.09961008281,-0.03744157031,0.009207686409,1
0.0284424331,0.1015801206,-0.0335084796,0.0006158076576,1
0.0284424331,0.1035501584,-0.02173583023,-0.004969899543,1
0.0284424331,0.1055201963,-0.01799215004,-0.00385477487,1
0.0284424331,0.1074902341,-0.01763997413,-0.002348309616,1
0.0284424331,0.1094602719,-0.02164341882,-0.001233428833,1
0.0284424331,0.1114303172,-0.01808327995,-0.00135404116,1
0.0284424331,0.113400355,-0.01554091834,-0.00174457836,1
0.0284424331,0.1153703928,-0.01373831835,-0.003199231811,1
0.0284424331,0.1173404306,-0.01336560305,-0.002492262749,1
0.03041247278,0.04838907719,-0.02287250571,-0.00327402167,1
0.03041247278,0.050359115,-0.01816648245,0.001288185362,1
0.03041247278,0.05232915282,-0.01959667541,0.002858448541,1
0.03041247278,0.05429919064,-0.01951675117,0.006287571508,1
