x [m],y [m],u [m/s],v [m/s],Vector type [-]
0.02647239529,0.04838907719,-0.005034849513,0.008570231497,1
0.02647239529,0.050359115,-0.0007844970096,0.008635710925,1
0.02647239529,0.05232915282,-0.008107477799,0.006513997447,1
0.02647239529,0.05429919064,-0.01758561842,0.005102452822,1
0.02647239529,0.05626922846,-0.01361498516,0.006785828155,1
0.02647239529,0.05823927,-0.009839507751,0.008037682623,1
0.02647239529,0.06020930782,-0.01358240657,0.009996511042,1
0.02647239529,0.06217934564,-0.02069479972,0.01263325941,1
0.02647239529,0.06414938718,-0.02060504258,0.009503521957,1
0.02647239529,0.066119425,-0.02138124779,-0.002434845315,1
0.02647239529,0.06808946282,-0.0340064466,-0.001077547204,2
0.02647239529,0.07005950063,-0.04559510946,-0.00227139052,2
0.02647239529,0.07202953845,-0.0540802218,-0.008668703027,1
0.02647239529,0.07399957627,-0.05011268705,0.0003755638609,1
0.02647239529,0.07596961409,-0.05281072855,-0.003756052582,1
0.02647239529,0.07793965936,-0.05777206272,-0.004457307514,1
0.02647239529,0.07990969718,-0.05773021281,0.003352604108,1
0.02647239529,0.08187973499,-0.0444342941,0.0008255618741,1
0.02647239529,0.08384977281,-0.04635073617,-0.0009034634568,1
0.02647239529,0.08581981063,-0.044530496,-0.00261546555,1
0.02647239529,0.08778984845,-0.04218798503,-0.01334439963,1
0.02647239529,0.08975988626,-0.04031877965,-0.02145413496,1
0.02647239529,0.09172992408,-0.03290742263,-0.02143048868,1
0.02647239529,0.0936999619,-0.03065282106,-0.01649489626,1
0.02647239529,0.09567000717,-0.03776177764,-0.01963951625,1
0.02647239529,0.09764004499,-0.03343317285,-0.02179022506,2
0.02647239529,0.09961008281,-0.03151556477,-0.01935001276,2
0.02647239529,0.1015801206,-0.0302505251,-0.01497710124,2
0.02647239529,0.1035501584,-0.03425803781,-0.009429914877,1
0.02647239529,0.1055201963,-0.02926129662,-0.008597749285,1
0.02647239529,0.1074902341,-0.01959523,-0.01146838255,1
0.02647239529,0.1094602719,-0.01952867396,-0.008612012491,1
0.02647239529,0.1114303172,-0.01813235693,-0.006107348949,1
